JNcI6py4EgX9mA2mhKqpJifI4qL2	hVMoLbMBi9uKDcNKfXp6	Acil Servis	2500
rkkjBYEVSTNJU8u2bPuLrColYCP2	HZYeYuuqyoHAmnNJjfV6	Adamlar	2500
GzL8j5ya5FccfrjbVV8q72WzQW03	KLHIcDxJ3EuYkyR3Go2T	Adamlar	2500
FFLi6wb0kSVzdX63m5S2Wu6vhZG3	Y8GiKVOZeOooHhfR0rnq	Adamlar	2500
Ol4BuM6yIAaK9UGnyiPjNmV2Ne63	jZFQroO5IbHAtckc9nC1	Adamlar	2500
JNcI6py4EgX9mA2mhKqpJifI4qL2	o6ChdQeJ6LtppHz6y8RT	Adamlar	2500
GuL3Lu9y65bxMQTMvLl5BDdZLvz1	ekTj6nWB9bgA0hC1MG5y	Ahmet Aslan	2500
Ol4BuM6yIAaK9UGnyiPjNmV2Ne63	1sDMH5ljPRHUNgK5844v	Ajda Pekkan	2500
RcrmhTEIb5QNXmCX7fGNmyXyhan2	3RG0XVmnxhHRrYQEF8Y1	Ajda Pekkan	2500
reM0Clj8GJWvy4k9f042iRLWxql1	5CBW4ml6ifNtMEumhQsQ	Ajda Pekkan	2500
1eUX2R2HhAflbbaHUfiAwenvy3t1	po78QiW51pJOMmeculsi	Ajda Pekkan	2500
h9SZJZcbtCcQR5sIa8qPRMMbT8F2	i8t88Im88O7skr6kykl7	Aleyna Tilki	2500
HEC1374iIuMIvuyE59FET0aoXTv1	BJkcgDrhT8ZFBsSw6iBn	Anıl Piyancı	2500
reM0Clj8GJWvy4k9f042iRLWxql1	4KCMNrbLJedBWJLmbBjZ	Athena	2500
RcrmhTEIb5QNXmCX7fGNmyXyhan2	4oqsWPqQXhe0azbijmgp	Ayta Sözeri	2500
DmPk4P7iYzXBZymrHY6UdIPoRrd2	O0MM3slkm9dJi4uuubt4	Ayta Sözeri	2500
DmPk4P7iYzXBZymrHY6UdIPoRrd2	ZqjJ4GEF10hXV9KO8km4	Ayta Sözeri	2500
h9SZJZcbtCcQR5sIa8qPRMMbT8F2	snKWufRrzMgkVn80XvBi	Ayta Sözeri	2500
JNcI6py4EgX9mA2mhKqpJifI4qL2	GWPhWoB5VsgXw4oxlFZ7	Ayçin Asan	2500
rkkjBYEVSTNJU8u2bPuLrColYCP2	Wr3PWM70C7rDdqJSDPww	Ayşe Hatun Önal	2500
8b06oWQ7jCf7n95QALs2duP9krs1	eCIXvyIeLfYr3rsRBRfR	Badem	2500
MiCImxZ2gzZmv8Jaa1q1u4p3uYY2	9PGnPa291T23sVQVU9TV	Batuflex	2500
GzL8j5ya5FccfrjbVV8q72WzQW03	HRnmfApsO6cvqziJsepd	Bendeniz	2500
sMPDbZIM85eHwgNRwJerkmjNRc02	Aybec0QcdUqfRfd5pHcF	Bengü	2500
GzL8j5ya5FccfrjbVV8q72WzQW03	NUlAXx0SZ4ph30BgfAxw	Bengü	2500
sMPDbZIM85eHwgNRwJerkmjNRc02	j9eFAMo9LD8nMZGTsDqw	Bengü	2500
ht6ooAsp4aaALLYfuOPKOzaS8vn1	CIXm0q3pWRoZDUnlkZWm	Bergen	2500
8b06oWQ7jCf7n95QALs2duP9krs1	74JWuIUiJxJ2cF269JjY	Berk Baysal	2500
SNKijZ6FB8hOsxuC1KFXRs5MOE32	rh5KMnsiHw6bwog0S0yJ	Berk Baysal	2500
1eUX2R2HhAflbbaHUfiAwenvy3t1	DiHL8tcoMIBoHuzW8cwA	Berkay	2500
bFrMu6RghvS7MkvRcp6AbdWAzpi2	R93NhjpkRyZISi4ygong	Berkay	2500
CvZfysaPMdasVUxFfMR7p5JYUNf2	YFPIZbg0nnaCRw8vnLSn	Berkay	2500
KLEAYiAFLchYpSFkbFu5h6NNEws1	hI5CoH7Y6Fny8QbbtXu6	Berkay	2500
bFrMu6RghvS7MkvRcp6AbdWAzpi2	nEQ37ETRMoyBPggHxeUT	Berkay	2500
rkkjBYEVSTNJU8u2bPuLrColYCP2	xgskhLSQ7b9vVXMif1fA	Berkay	2500
FFLi6wb0kSVzdX63m5S2Wu6vhZG3	3nHFA1cLsrZJIVjiCFQM	Bilal Sonses	2500
FFLi6wb0kSVzdX63m5S2Wu6vhZG3	CYJBrXv2jLBYx6cDi3oo	Bilal Sonses	2500
FFLi6wb0kSVzdX63m5S2Wu6vhZG3	ys9W67kVMrCfjGiBUsFB	Bilal Sonses	2500
HEC1374iIuMIvuyE59FET0aoXTv1	BOILw8xKq1ivxo7np0kw	Birsen Tezer	2500
HEC1374iIuMIvuyE59FET0aoXTv1	ZvUk7ryvL7eGeUjM1hhu	Birsen Tezer	2500
bFrMu6RghvS7MkvRcp6AbdWAzpi2	b4p9Lkjeh6sCjUoU4pMe	Birsen Tezer	2500
VFTNMTXPUVfWhWgaxbiTKREPaSn1	yDVPNjAb8uvr9LPFsncq	Birsen Tezer	2500
GuL3Lu9y65bxMQTMvLl5BDdZLvz1	WifjNwg8D4t7Kl5bvRLX	Burak Bulut	2500
GuL3Lu9y65bxMQTMvLl5BDdZLvz1	z4ZqZhgnGczvXZvXB5oW	Burak Bulut	2500
1eUX2R2HhAflbbaHUfiAwenvy3t1	ehABCVG5mPsNK0cVLk9r	Burak Kut	2500
FFLi6wb0kSVzdX63m5S2Wu6vhZG3	CB9E1lHesvlcD2vpgPEE	Buray	2500
yr2DVVBaJ5ZKRSiMKLBxAQPKPxt1	pbJuu7ub1FrXWzni9kq2	Buray	2500
JNcI6py4EgX9mA2mhKqpJifI4qL2	2G59bkP7gxsFVvOwUTyL	Burcu Güneş	2500
rkkjBYEVSTNJU8u2bPuLrColYCP2	h3ssbwkJsFTY2eM15MuY	Selda Bağcan	2500
h9SZJZcbtCcQR5sIa8qPRMMbT8F2	9gsosmceHtgTWvGUgXxt	Bülent Ortaçgil	2500
8b06oWQ7jCf7n95QALs2duP9krs1	4FO8Ukpbv1lyfvFX0VtG	Cakal	2500
